Rank;Global Rank;Institution;Country;Sector;Best Country Quartile
1329;3658;Stefan Cel Mare University;ROU;Universities;2
1329;3658;Bond University;AUS;Universities;3
1329;3658;Osaka Metropolitan University *;JPN;Universities;1
1329;3658;Mohammed Bin Rashid University of Medicine and Health Sciences;ARE;Universities;1
1329;3658;Colorado School of Mines;USA;Universities;2
1335;3667;Rensselaer Polytechnic Institute;USA;Universities;1
1335;3667;Russian State Hydrometeorological University;RUS;Universities;1
1337;3670;University of Applied Sciences and Arts Western Switzerland *;CHE;Universities;3
1337;3670;Universite Hassan II de Casablanca *;MAR;Universities;1
1337;3670;University of Medicine, Pharmacy, Science and Technology of Targu Mures;ROU;Universities;2
1340;3679;University of Swabi;PAK;Universities;1
1340;3679;University of the Western Cape;ZAF;Universities;2
1340;3679;Universitat Osnabruck;DEU;Universities;3
1340;3679;University of Rzeszow;POL;Universities;2
1340;3679;Universite de Perpignan Via Domitia *;FRA;Universities;2
1345;3688;Tanta University;EGY;Universities;1
1345;3688;Czech University of Life Sciences Prague;CZE;Universities;1
1345;3688;Landmark University;NGA;Universities;1
1345;3688; Wolaita Sodo University;ETH;Universities;3
1349;3696;Universitat Witten-Herdecke;DEU;Universities;3
1350;3702;Kuban State Agrarian University;RUS;Universities;1
1350;3702;University of Okara;PAK;Universities;2
1350;3702;Gran Sasso Science Institute;ITA;Universities;4
1350;3702;Kyiv National University of Construction and Architecture;UKR;Universities;1
1354;3709;Instituto Politecnico de Braganca;PRT;Universities;2
1354;3709;City University of New York, City College;USA;Universities;1
1354;3709;Walailak University;THA;Universities;1
1357;3715;University of Maryland, Baltimore County;USA;Universities;2
1357;3715;University of Chester;GBR;Universities;3
1359;3718;University of Bengkulu;IDN;Universities;3
1359;3718;University of Brighton *;GBR;Universities;2
1359;3718;Democritus University Of Thrace;GRC;Universities;1
1362;3727;Conservatoire National des Arts et Metiers *;FRA;Universities;2
1362;3727;Yanshan University;CHN;Universities;1
1362;3727;Kumamoto University *;JPN;Universities;1
1365;3736;Yunnan University;CHN;Universities;1
1365;3736;Universite de Caen Basse-Normandie *;FRA;Universities;1
1365;3736;Istanbul Technical University;TUR;Universities;1
1368;3742;Istanbul University *;TUR;Universities;1
1368;3742;Indian Institute of Technology, Roorkee;IND;Universities;1
1370;3747;Institut Polytechnique de Bordeaux *;FRA;Universities;2
1370;3747;Technical University of Kosice;SVK;Universities;1
1370;3747;Sodertorn University;SWE;Universities;3
1373;3754;Brandon University;CAN;Universities;3
1373;3754;Josip Juraj Strossmayer University of Osijek;HRV;Universities;1
1373;3754;Technische Universitat Kaiserslautern;DEU;Universities;2
1376;3757;University of Alaska, Fairbanks;USA;Universities;2
1376;3757;University of Idaho;USA;Universities;2
1378;3761;Shaanxi Normal University, Xi'an;CHN;Universities;1
1379;3765;Kanazawa University *;JPN;Universities;1
1379;3765;Universidad Andres Bello, Chile *;CHL;Universities;1
1381;3767;Universita degli Studi di Urbino Carlo Bo;ITA;Universities;3
1382;3770;Hogeschool van Amsterdam;NLD;Universities;2
1382;3770;Ecole de Management de Lyon;FRA;Universities;3
1382;3770;Universite Rennes 2 *;FRA;Universities;2
1385;3775;International Islamic University;PAK;Universities;1
1385;3775;Menoufia University *;EGY;Universities;1
1387;3783;Shiraz University;IRN;Universities;1
1387;3783;Lake Erie College;USA;Universities;2
1387;3783;Washington State University, Spokane Campus;USA;Universities;2
1387;3783;Shanghai Ocean University;CHN;Universities;2
1391;3789;Universidad Politecnica de Cartagena *;ESP;Universities;2
1391;3789;Kindai University *;JPN;Universities;1
1393;3791;University of Wyoming;USA;Universities;2
1393;3791;Westlake University;CHN;Universities;1
1393;3791;Universitas Tadulako;IDN;Universities;3
1393;3791;University of South Africa;ZAF;Universities;1
1397;3799;University of East London;GBR;Universities;3
1397;3799;Arba Minch University;ETH;Universities;3
1397;3799;Binzhou Medical University *;CHN;Universities;2
1397;3799;USF Health;USA;Universities;1
1397;3799;Universiti Brunei Darussalam;BRN;Universities;1
1402;3805;Al-Balqa Applied University;JOR;Universities;1
1403;3809;Biruni University;TUR;Universities;1
1403;3809;Nanjing University of Posts and Telecommunications;CHN;Universities;1
1405;3818;Beijing Technology and Business University;CHN;Universities;1
1405;3818;Universita degli Studi di Roma Foro Italico;ITA;Universities;4
1407;3821;Universidade da Beira Interior;PRT;Universities;2
1407;3821;Jazan University;SAU;Universities;2
1409;3828;Kuwait University *;KWT;Universities;1
1409;3828;ESIC Universidad *;ESP;Universities;2
1411;3832;Hubei University of Economics;CHN;Universities;2
1411;3832;Koszalin University of Technology;POL;Universities;2
1411;3832;Charles Darwin University *;AUS;Universities;2
1414;3841;Northeast Normal University;CHN;Universities;1
1414;3841;New Jersey Institute of Technology;USA;Universities;1
1414;3841;University of Technology and Life Sciences;POL;Universities;2
1414;3841;University of Pune;IND;Universities;1
1414;3841;Wenzhou University;CHN;Universities;1
1419;3853;Hunan Normal University;CHN;Universities;1
1419;3853;Universite de la Reunion;REU;Universities;1
1419;3853;The University of Lahore;PAK;Universities;1
1422;3858;Slovak University of Agriculture in Nitra;SVK;Universities;2
1422;3858;Zurich University of Applied Sciences;CHE;Universities;2
1422;3858;Begum Rokeya University;BGD;Universities;1
1425;3862;Universidad San Ignacio de Loyola;PER;Universities;1
1425;3862;Qingdao Agricultural University;CHN;Universities;1
1427;3866;Donau Universitat Krems;AUT;Universities;3
1427;3866;Shenyang Agricultural University;CHN;Universities;2
1427;3866;Bauhaus-Universitat Weimar;DEU;Universities;3
1430;3872;University of Worcester;GBR;Universities;3
1430;3872;National University of Life and Environmental Sciences of Ukraine;UKR;Universities;1
1430;3872;University of North Texas;USA;Universities;1
1433;3879;University of Malaysia Sabah;MYS;Universities;2
1433;3879;Kalasalingam Academy of Research and Education;IND;Universities;1
1433;3879;College of William and Mary;USA;Universities;2
1436;3883;Lviv Polytechnic National University;UKR;Universities;1
1436;3883;Institut National des Sciences Appliquees de Lyon *;FRA;Universities;2
1436;3883;Charles R. Drew University of Medicine & Science;USA;Universities;3
1439;3888;University of Jinan;CHN;Universities;1
1439;3888;University of Primorska;SVN;Universities;2
1441;3893;Hasan Kalyoncu University;TUR;Universities;1
1442;3898;Hebei University of Technology;CHN;Universities;1
1443;3901;Nazarbayev University;KAZ;Universities;1
1443;3901;University of Latvia;LVA;Universities;1
1443;3901;Universidad de Tarapaca *;CHL;Universities;2
1443;3901;Duhok Polytechnic University;IRQ;Universities;1
1443;3901;Universidade Sao Francisco;BRA;Universities;1
1448;3911;Sultan Idris University of Education;MYS;Universities;2
1448;3911;Hamadan University of Medical Sciences;IRN;Universities;1
1448;3911;The Catholic University of America;USA;Universities;2
1448;3911;Saudi Electronic University;SAU;Universities;2
1448;3911;Ryerson University;CAN;Universities;2
1453;3918;Universidad Pontificia de Salamanca;ESP;Universities;2
1453;3918;Bahir Dar University;ETH;Universities;2
1455;3925;University of North Dakota;USA;Universities;2
1455;3925;BI Norwegian Business School;NOR;Universities;2
1455;3925;Universitas Muhammadiyah Malang;IDN;Universities;2
1458;3929;Nagasaki University *;JPN;Universities;1
1458;3929;Bergische Universitat Wuppertal;DEU;Universities;3
1458;3929;Sepuluh Nopember Institute of Technology;IDN;Universities;1
1458;3929;University of Surabaya;IDN;Universities;1
1458;3929;Mawlana Bhashani University of Science and Technology, Tangail;BGD;Universities;1
1463;3942;University of Nis;SRB;Universities;1
1463;3942;University of the Faroe Islands;FRO;Universities;1
1463;3942;Universita degli Studi di Cassino;ITA;Universities;3
1463;3942;University of Gdansk;POL;Universities;1
1467;3947;Shandong First Medical University *;CHN;Universities;2
1467;3947;University of North Carolina, Charlotte;USA;Universities;2
1467;3947;Kielce University of Technology;POL;Universities;1
1470;3953;Bahauddin Zakariya University;PAK;Universities;1
1471;3957;Jichi Medical University *;JPN;Universities;1
1471;3957;Rochester Institute of Technology *;USA;Universities;2
1473;3965;University of Calabar;NGA;Universities;1
1473;3965;University of Economics Ho Chi Minh City;VNM;Universities;1
1473;3965;Universite d'Avignon *;FRA;Universities;2
1473;3965;Central European University;AUT;Universities;2
1473;3965;Firat University;TUR;Universities;1
1478;3977;Universitat Paderborn;DEU;Universities;3
1478;3977;University of Ibadan;NGA;Universities;1
1480;3981;Stockholm School of Economics;SWE;Universities;3
1480;3981;Universite de Poitiers *;FRA;Universities;1
1480;3981;Cyprus University of Technology;CYP;Universities;2
1480;3981;Missouri University of Science & Technology;USA;Universities;2
1484;3987;Universitat Koblenz-Landau;DEU;Universities;3
1485;3991;University of Cape Coast;GHA;Universities;2
1486;3996;Florida Atlantic University;USA;Universities;2
1487;3999;Central Queensland University;AUS;Universities;2
1488;4001;Bangladesh Agricultural University;BGD;Universities;1
1488;4001;Kaohsiung Medical University;TWN;Universities;2
1488;4001;Beni Suef University *;EGY;Universities;1
1491;4009;An-Najah National University *;PSE;Universities;1
1491;4009;Universidad Cardenal Herrera CEU;ESP;Universities;2
1491;4009;Applied Science Private University;JOR;Universities;2
1494;4012;Patan Academy of Health Sciences *;NPL;Universities;2
1495;4017;Universite Mohammed V de Rabat *;MAR;Universities;1
1495;4017;Jadara University;JOR;Universities;2
1495;4017;Universidade Federal do Para;BRA;Universities;1
1495;4017;University of Nottingham, Malaysia Campus;MYS;Universities;1
1499;4026;Sam Ratulangi University;IDN;Universities;2
1499;4026;Moscow Institute of Physics and Technology;RUS;Universities;1
1499;4026;University of Nairobi;KEN;Universities;1
1499;4026;Zhejiang A & F University *;CHN;Universities;2
1499;4026;Universidad Ricardo Palma;PER;Universities;1
1499;4026;Chapman University;USA;Universities;2
1505;4037;Islamic Azad University, Shahrekord Branch;IRN;Universities;1
1505;4037;Kent State University;USA;Universities;2
1507;4040;Tenaga National University;MYS;Universities;2
1507;4040;Kenyatta University;KEN;Universities;1
1507;4040;Pedagogical University of Kielce;POL;Universities;2
1507;4040;Gdynia Maritime University;POL;Universities;3
1507;4040;University of Bedfordshire;GBR;Universities;3
1512;4047;University School of Physical Education in Krakow;POL;Universities;3
1512;4047;College of Medicine and Medical Sciences;BHR;Universities;1
1512;4047;University of the Free State;ZAF;Universities;1
1515;4052;The University of Northampton;GBR;Universities;3
1515;4052;National Chung Hsing University;TWN;Universities;1
1515;4052;Damanhour University;EGY;Universities;2
1515;4052;University of Silesia in Katowice;POL;Universities;1
1515;4052;Qingdao University of Science and Technology;CHN;Universities;1
1520;4057;Centro Nacional de Investigacion y Desarrollo Tecnologico;MEX;Universities;1
1520;4057;Universite de La Rochelle *;FRA;Universities;3
1522;4061;Tokyo Metropolitan University;JPN;Universities;1
1522;4061;Bam University of Medical Sciences;IRN;Universities;1
1522;4061;Daejin University;KOR;Universities;2
1525;4064;Universidade do Vale do Rio dos Sinos;BRA;Universities;2
1525;4064;Universidade do Algarve;PRT;Universities;2
1527;4068;Universidad Loyola Andalucia *;ESP;Universities;2
1527;4068;Daffodil International University;BGD;Universities;1
1527;4068;Universidad de Antofagasta *;CHL;Universities;2
1530;4074;Keimyung University;KOR;Universities;1
1531;4077;Ostfold University College;NOR;Universities;2
1531;4077;University of Chittagong;BGD;Universities;1
1531;4077;Universidad Internacional de La Rioja *;MUL;Universities;1
1534;4083;University of Mosul;IRQ;Universities;1
1534;4083;Universidad Antonio Narino;COL;Universities;1
1534;4083;Ecole Centrale de Lille *;FRA;Universities;2
1537;4088;Universidad Catolica San Antonio de Murcia;ESP;Universities;2
1538;4091;Mid Sweden University;SWE;Universities;2
1538;4091;Universidad de la Republica *;URY;Universities;1
1538;4091;VetAgro Sup *;FRA;Universities;2
1541;4096;Universite de Cergy-Pontoise *;FRA;Universities;2
1541;4096;Isfahan University of Technology;IRN;Universities;1
1541;4096;Universidade Estadual de Londrina;BRA;Universities;1
1541;4096;Universidade Federal do Espirito Santo;BRA;Universities;1
1541;4096;Rotterdam University of Applied Sciences;NLD;Universities;3
1541;4096;Czestochowa University of Technology;POL;Universities;3
1541;4096;Baylor University;USA;Universities;2
1548;4106;WHU-Otto Beisheim School of Management;DEU;Universities;3
1548;4106;Hanken School of Economics;FIN;Universities;3
1550;4111;Wuhan University of Science and Technology;CHN;Universities;1
1550;4111;University of New Brunswick;CAN;Universities;2
1552;4117;Gazi University;TUR;Universities;1
1552;4117;Macau University of Science and Technology;MAC;Universities;2
1552;4117;National University of Water and Environmental Engineering;UKR;Universities;1
1552;4117;Universita degli Studi Ca Foscari di Venezia;ITA;Universities;1
1552;4117;Old Dominion University;USA;Universities;2
1557;4127;University of Al-Qadisiyah;IRQ;Universities;1
1558;4131;Canterbury Christ Church University;GBR;Universities;3
1558;4131;Dalian Maritime University;CHN;Universities;1
1558;4131;Universidad Alfonso X El Sabio;ESP;Universities;2
1558;4131;Maria Curie Sklodowska University;POL;Universities;1
1558;4131;Tishreen University;SYR;Universities;1
1558;4131;Academy of Physical Education in Katowice;POL;Universities;3
1558;4131;Hilla University College;IRQ;Universities;1
1565;4140;University of Waikato;NZL;Universities;1
1565;4140;King Mongkut's University of Technology Thonburi;THA;Universities;1
1565;4140;Ataturk University;TUR;Universities;1
1565;4140;Islamic Azad University, Science and Research Branch;IRN;Universities;1
1565;4140;Universidad del Desarrollo;CHL;Universities;1
1565;4140;Hanoi Medical University;VNM;Universities;1
1571;4147;Universita degli Studi di Bergamo;ITA;Universities;3
1571;4147;Tabuk University;SAU;Universities;2
1573;4154;Haverford College in Pennsylvania;USA;Universities;3
1573;4154;Universitat Passau;DEU;Universities;2
1573;4154;Universidade Federal Rural de Pernambuco;BRA;Universities;2
