"","species","lat","long","ref","gbifID","key"
"23713",NA,"57.16018","16.01809",NA,"5055968528","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23714",NA,"57.58628","18.52564",NA,"5055964998","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23715","Drosophila obscura","59.627185","16.465411",NA,"5055961696","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23716","Drosophila obscura","59.627185","16.465411",NA,"5055977478","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23717","Drosophila subobscura","56.029582","14.39738",NA,"5055970737","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23718",NA,"56.9376","16.8242",NA,"5055993938","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23719",NA,"56.89761","12.72546",NA,"5055988126","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23720",NA,"56.9376","16.8242",NA,"5056003380","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23721",NA,"56.9386","16.8404",NA,"5055995188","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23722",NA,"56.9317","16.825",NA,"5056000839","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23723","Drosophila melanogaster","62.63521","12.379574",NA,"5056004715","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23724",NA,"59.165495","17.773788",NA,"5056001238","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23725",NA,"56.9386","16.8404",NA,"5056009786","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23726",NA,"59.165495","17.773788",NA,"5056019734","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23727","Drosophila obscura","57.58653","18.52065",NA,"5056027854","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23728","Drosophila melanogaster","58.264608","13.468323",NA,"5056021076","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23729","Drosophila ananassae","56.90452","12.73087",NA,"5056045569","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23730","Drosophila subobscura","57.16538","16.01778",NA,"5056053470","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23731","Drosophila obscura","57.16538","16.01778",NA,"5056039042","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23732","Drosophila obscura","57.16538","16.01778",NA,"5056050400","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23733","Drosophila obscura","59.18265","15.579651",NA,"5056046679","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23734","Drosophila melanogaster","66.475796","20.296009",NA,"5056050592","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23735","Drosophila obscura","56.90482","12.73262",NA,"5056053771","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23736",NA,"59.389","13.3787",NA,"5056030252","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23737",NA,"59.389","13.3787",NA,"5056048870","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23738",NA,"59.389","13.3787",NA,"5056063367","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23739","Drosophila transversa","59.389","13.3787",NA,"5056051279","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23740",NA,"59.389","13.3787",NA,"5056051663","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23741","Drosophila simulans","59.187123","15.584128",NA,"5056058213","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23742","Drosophila subobscura","55.5664","13.23512",NA,"5056071327","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23743","Drosophila subobscura","55.5664","13.23512",NA,"5056078957","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23744",NA,"58.260725","13.466986",NA,"5056079792","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23745","Drosophila simulans","65.80341","21.55788",NA,"5056085835","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23746","Drosophila limbata","58.48989","13.45307",NA,"5056089406","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23747",NA,"62.981296","18.030991",NA,"5056083286","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23748","Drosophila subobscura","55.5612","13.22333",NA,"5056089788","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23749","Drosophila obscura","55.5612","13.22333",NA,"5056097446","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23750",NA,"58.261656","13.469475",NA,"5056105540","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23751",NA,"58.260725","13.466986",NA,"5056126367","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23752",NA,"57.16676","16.00436",NA,"5056120283","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23753","Drosophila transversa","62.976843","18.030649",NA,"5056158909","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23754","Drosophila transversa","61.78576","16.95073",NA,"5056140504","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23755","Drosophila melanogaster","57.81287","13.07544",NA,"5056156007","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23756",NA,"62.976878","18.026823",NA,"5056178498","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23757",NA,"62.976878","18.026823",NA,"5056165715","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23758",NA,"62.976878","18.026823",NA,"5056164709","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23759",NA,"62.976878","18.026823",NA,"5056162695","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23760","Drosophila testacea","62.976878","18.026823",NA,"5056164722","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23761","Drosophila transversa","62.976878","18.026823",NA,"5056173356","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23762",NA,"62.976878","18.026823",NA,"5056167587","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23763",NA,"62.976878","18.026823",NA,"5056167595","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23764","Drosophila testacea","62.976878","18.026823",NA,"5056166331","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23765","Drosophila subobscura","57.81287","13.07544",NA,"5056152808","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23766","Drosophila melanogaster","56.24763","13.98903",NA,"5056176871","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23767",NA,"61.41453","14.16377",NA,"5056192372","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23768","Drosophila transversa","61.40417","13.22408",NA,"5056187205","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23769","Drosophila transversa","61.40417","13.22408",NA,"5056162272","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23770",NA,"58.264608","13.468323",NA,"5056205093","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23771","Drosophila melanogaster","59.165495","17.773788",NA,"5056212585","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23772","Drosophila obscura","58.26813","13.45915",NA,"5056219520","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23773","Drosophila obscura","58.26813","13.45915",NA,"5056211301","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23774",NA,"63.66284","14.04025",NA,"5056219792","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23775","Drosophila subobscura","55.5612","13.22333",NA,"5056244583","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23776","Drosophila subobscura","55.5612","13.22333",NA,"5056261451","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23777","Drosophila transversa","57.81112","13.06627",NA,"5056246443","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23778",NA,"57.81112","13.06627",NA,"5056242716","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23779","Drosophila subobscura","55.56882","13.23092",NA,"5056256472","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23780",NA,"55.56843","13.22241",NA,"5056249232","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23781",NA,"55.56843","13.22241",NA,"5056252890","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23782",NA,"55.56843","13.22241",NA,"5056230544","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23783",NA,"55.56843","13.22241",NA,"5056230546","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23784",NA,"55.56843","13.22241",NA,"5056257926","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23785","Drosophila suzukii","55.56843","13.22241",NA,"5056255914","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23786",NA,"55.56843","13.22241",NA,"5056255917","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23787","Drosophila kuntzei","55.56843","13.22241",NA,"5056242092","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23788",NA,"55.56843","13.22241",NA,"5056257972","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23789",NA,"55.56843","13.22241",NA,"5056254920","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23790",NA,"55.56843","13.22241",NA,"5056271773","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23791","Drosophila kuntzei","55.56843","13.22241",NA,"5056252965","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23792",NA,"55.56843","13.22241",NA,"5056242148","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23793",NA,"55.56843","13.22241",NA,"5056242149","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23794",NA,"61.875424","16.511281",NA,"5056230908","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23795",NA,"61.875424","16.511281",NA,"5056253293","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23796","Drosophila transversa","61.875424","16.511281",NA,"5056265355","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23797","Drosophila transversa","61.87794","16.515549",NA,"5056265598","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23798",NA,"61.87794","16.515549",NA,"5056258947","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23799","Drosophila transversa","61.87794","16.515549",NA,"5056264216","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23800",NA,"61.86726","14.13552",NA,"5056239413","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23801",NA,"61.877881","16.524433",NA,"5056268647","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23802","Drosophila transversa","56.93642","15.19485",NA,"5056261258","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23803","Drosophila transversa","61.87794","16.515549",NA,"5056293008","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23804",NA,"61.87794","16.515549",NA,"5056283333","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23805","Drosophila transversa","61.87794","16.515549",NA,"5056279194","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23806",NA,"61.87794","16.515549",NA,"5056283346","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23807",NA,"55.56194","13.23522",NA,"5056285611","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23808",NA,"55.5612","13.22333",NA,"5056271164","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23809","Drosophila kuntzei","55.5612","13.22333",NA,"5056289329","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23810","Drosophila busckii","55.5612","13.22333",NA,"5056286038","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23811","Drosophila kuntzei","55.5612","13.22333",NA,"5056284020","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23812","Drosophila subobscura","61.873392","16.510565",NA,"5056293348","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23813","Drosophila transversa","61.873392","16.510565",NA,"5056280593","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23814","Drosophila obscura","61.873392","16.510565",NA,"5056294938","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23815","Drosophila transversa","61.873392","16.510565",NA,"5056291368","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23816","Drosophila obscura","61.873392","16.510565",NA,"5056295427","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23817","Drosophila transversa","61.873392","16.510565",NA,"5056291376","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23818","Drosophila obscura","61.873392","16.510565",NA,"5056303068","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23819","Drosophila transversa","61.873392","16.510565",NA,"5056293380","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23820","Drosophila obscura","61.873392","16.510565",NA,"5056289781","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23821","Drosophila transversa","61.87794","16.515549",NA,"5056299528","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23822",NA,"62.976843","18.030649",NA,"5056308898","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23823",NA,"62.976843","18.030649",NA,"5056305001","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23824","Drosophila transversa","62.976843","18.030649",NA,"5056305010","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23825",NA,"62.976843","18.030649",NA,"5056307309","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23826","Drosophila transversa","62.976843","18.030649",NA,"5056301959","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23827","Drosophila testacea","62.976843","18.030649",NA,"5056301962","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23828","Drosophila testacea","62.976843","18.030649",NA,"5056301967","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23829",NA,"62.976843","18.030649",NA,"5056301992","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23830","Drosophila suzukii","55.5664","13.23512",NA,"5056307372","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23831",NA,"55.5664","13.23512",NA,"5056304034","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23832",NA,"55.5664","13.23512",NA,"5056302020","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23833",NA,"55.5664","13.23512",NA,"5056308974","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23834","Drosophila suzukii","55.5664","13.23512",NA,"5056304044","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23835",NA,"55.5664","13.23512",NA,"5056304045","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23836","Drosophila kuntzei","55.5664","13.23512",NA,"5056322632","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23837",NA,"55.5664","13.23512",NA,"5056307391","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23838","Drosophila obscura","55.5664","13.23512",NA,"5056309804","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23839","Drosophila suzukii","55.5664","13.23512",NA,"5056309810","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23840","Drosophila subobscura","55.5664","13.23512",NA,"5056309811","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23841","Drosophila testacea","55.5664","13.23512",NA,"5056315600","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23842",NA,"55.56843","13.22241",NA,"5056307644","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23843","Drosophila obscura","57.8085","13.07667",NA,"5056307799","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23844","Drosophila transversa","59.17894","16.463186",NA,"5056323512","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23845",NA,"57.81287","13.07544",NA,"5056322234","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23846",NA,"55.56674","13.2215",NA,"5056340179","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23847",NA,"55.56674","13.2215",NA,"5056306941","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23848",NA,"55.56674","13.2215",NA,"5056337881","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23849",NA,"55.56674","13.2215",NA,"5056348486","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23850",NA,"55.56674","13.2215",NA,"5056330717","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23851","Drosophila suzukii","55.5664","13.23512",NA,"5056338169","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23852",NA,"56.93642","15.19485",NA,"5056355992","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23853","Drosophila bifasciata","56.93642","15.19485",NA,"5056358959","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23854","Drosophila subobscura","56.93642","15.19485",NA,"5056355994","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23855",NA,"56.93642","15.19485",NA,"5056357363","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23856",NA,"56.93642","15.19485",NA,"5056353043","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23857",NA,"56.93642","15.19485",NA,"5056356016","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23858","Drosophila obscura","56.93642","15.19485",NA,"5056351941","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23859","Drosophila suzukii","56.93642","15.19485",NA,"5056357397","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23860",NA,"61.78576","16.95073",NA,"5056362341","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23861","Drosophila transversa","61.78576","16.95073",NA,"5056362362","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23862",NA,"56.93642","15.19485",NA,"5056375984","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23863","Drosophila obscura","56.93642","15.19485",NA,"5056368107","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23864","Drosophila subobscura","56.93642","15.19485",NA,"5056368617","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23865","Drosophila testacea","56.93642","15.19485",NA,"5056364696","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23866","Drosophila transversa","56.93642","15.19485",NA,"5056350846","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23867",NA,"56.93642","15.19485",NA,"5056350852","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23868",NA,"60.531453","15.120207",NA,"5056385363","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23869",NA,"60.533163","15.571019",NA,"5056370236","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23870",NA,"60.533163","15.571019",NA,"5056374615","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23871",NA,"60.533163","15.571019",NA,"5056378552","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23872",NA,"57.585123","18.516642",NA,"5056386241","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23873","Drosophila obscura","57.585123","18.516642",NA,"5056387395","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23874","Drosophila obscura","57.585123","18.516642",NA,"5056378924","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23875","Drosophila obscura","57.585123","18.516642",NA,"5056395304","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23876","Drosophila transversa","56.90452","12.73087",NA,"5056370673","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23877","Drosophila subobscura","57.16754","16.0202",NA,"5056395972","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23878",NA,"55.56843","13.22241",NA,"5056353903","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23879","Drosophila suzukii","55.56843","13.22241",NA,"5056390174","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23880","Drosophila obscura","55.56843","13.22241",NA,"5056386704","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23881","Drosophila obscura","56.90452","12.73087",NA,"5056399004","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23882","Drosophila subobscura","56.90452","12.73087",NA,"5056399029","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23883","Drosophila subobscura","56.90452","12.73087",NA,"5056416482","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23884","Drosophila melanogaster","58.492118","13.450365",NA,"5056417680","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23885",NA,"58.492118","13.450365",NA,"5056409221","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23886","Drosophila testacea","58.492118","13.450365",NA,"5056405474","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23887",NA,"55.56882","13.23092",NA,"5056414408","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23888","Drosophila transversa","61.875424","16.511281",NA,"5056405529","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23889","Drosophila histrio","61.875424","16.511281",NA,"5056426750","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23890",NA,"61.875424","16.511281",NA,"5056409292","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23891","Drosophila transversa","61.875424","16.511281",NA,"5056412413","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23892",NA,"55.56882","13.23092",NA,"5056405786","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23893",NA,"56.90231","12.73335",NA,"5056421199","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23894",NA,"56.90231","12.73335",NA,"5056384018","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23895","Drosophila melanogaster","59.187123","15.584128",NA,"5056419502","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23896","Drosophila subobscura","56.90452","12.73087",NA,"5056431739","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23897","Drosophila suzukii","56.90452","12.73087",NA,"5056431753","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23898","Drosophila subobscura","56.90452","12.73087",NA,"5056394293","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23899","Drosophila subobscura","56.90452","12.73087",NA,"5056447274","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23900","Drosophila subobscura","56.90452","12.73087",NA,"5056403312","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23901",NA,"56.90482","12.73262",NA,"5056403846","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23902",NA,"56.90482","12.73262",NA,"5056441312","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23903",NA,"56.90482","12.73262",NA,"5056440975","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23904",NA,"56.90482","12.73262",NA,"5056444562","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23905","Drosophila subobscura","55.56882","13.23092",NA,"5056441807","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23906","Drosophila subobscura","55.56882","13.23092",NA,"5056443003","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23907","Drosophila transversa","56.90482","12.73262",NA,"5056467497","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23908",NA,"56.90482","12.73262",NA,"5056459496","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23909",NA,"56.90482","12.73262",NA,"5056467551","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23910",NA,"59.184976","15.579924",NA,"5056455097","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23911","Drosophila obscura","59.184976","15.579924",NA,"5056478346","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23912","Drosophila obscura","56.8976","12.72062",NA,"5056460777","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23913",NA,"56.8976","12.72062",NA,"5056423761","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23914","Drosophila neotestacea","58.48674","13.446876",NA,"5056443930","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23915",NA,"59.187123","15.584128",NA,"5056466666","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23916",NA,"56.89761","12.72546",NA,"5056505255","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23917",NA,"56.89761","12.72546",NA,"5056482807","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23918",NA,"58.492118","13.450365",NA,"5056466961","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23919",NA,"64.057166","20.162809",NA,"5056511456","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23920",NA,"65.418364","21.513988",NA,"5056548122","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23921",NA,"64.93472","20.8395",NA,"5056546696","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23922","Drosophila transversa","64.93472","20.8395",NA,"5056535461","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23923",NA,"67.87283","20.2705",NA,"5056535628","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23924",NA,"65.80904","21.54216",NA,"5056547070","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23925","Drosophila transversa","65.80904","21.54216",NA,"5056539854","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23926","Drosophila transversa","64.071429","19.64564",NA,"5056540898","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23927",NA,"56.90231","12.73335",NA,"5056554203","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23928","Drosophila subobscura","56.90455","12.72594",NA,"5056586700","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23929","Drosophila transversa","63.870987","18.595051",NA,"5056586918","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23930",NA,"60.297384","16.927488",NA,"5056571186","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23931",NA,"60.297384","16.927488",NA,"5056577782","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23932","Drosophila transversa","65.418364","21.513988",NA,"5056578019","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23933",NA,"65.418364","21.513988",NA,"5056565082","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23934","Drosophila transversa","65.418364","21.513988",NA,"5056574288","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23935",NA,"65.418364","21.513988",NA,"5056542681","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23936","Drosophila transversa","65.418364","21.513988",NA,"5056542683","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23937",NA,"65.418364","21.513988",NA,"5056597422","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23938","Drosophila bifasciata","65.418364","21.513988",NA,"5056619453","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23939","Drosophila transversa","65.418364","21.513988",NA,"5056575160","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23940",NA,"65.418364","21.513988",NA,"5056575182","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23941","Drosophila obscura","65.418364","21.513988",NA,"5056552778","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23942","Drosophila obscura","65.418364","21.513988",NA,"5056552797","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23943","Drosophila transversa","64.071429","19.64564",NA,"5056607874","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23944",NA,"60.97032","14.65823",NA,"5056619955","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23945","Drosophila obscura","60.97032","14.65823",NA,"5056602491","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23946",NA,"62.981296","18.030991",NA,"5056602792","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23947",NA,"60.97032","14.65823",NA,"5056594526","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23948",NA,"62.64846","17.792735",NA,"5056604359","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
"23949","Drosophila histrio","62.64846","17.792735",NA,"5056618472","f74fe28c-b9b7-4190-a85e-8e4285b78d34"
