"","species","lat","long","ref","gbifID","key"
"190",NA,"37.967292","23.74718","https://www.inaturalist.org/observations/235076983","5006891313","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"191",NA,"30.335","-98.145",NA,"4847534455","ba9984d8-d982-4fe6-b81c-a7585790034a"
"192",NA,"30.335","-98.145",NA,"4847534348","ba9984d8-d982-4fe6-b81c-a7585790034a"
"193","Drosophila immigrans","50.782883","-0.970839",NA,"4948758375","12934e15-749a-4df4-ab89-211c10573525"
"194","Drosophila immigrans","51.456792","-2.553337",NA,"4866818447","12934e15-749a-4df4-ab89-211c10573525"
"195","Drosophila melanogaster","59.12867","15.1429",NA,"4602913557","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"196","Drosophila obscura","60.1076","18.4629",NA,"4854473977","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"197","Drosophila transversa","57.48947","18.1283",NA,"4854294134","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"198",NA,"52.765998","-1.249374",NA,"5004029763","12934e15-749a-4df4-ab89-211c10573525"
"199","Drosophila transversa","60.234018","24.702053","https://www.inaturalist.org/observations/213096938","4855017870","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"200","Drosophila immigrans","53.182202","9.135405","https://www.inaturalist.org/observations/213097483","4854828486","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"201","Drosophila busckii","44.511613","11.347388","https://www.inaturalist.org/observations/213108970","4946338703","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"202","Drosophila repleta","49.479029","6.086208","https://www.inaturalist.org/observations/213205048","4854817953","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"203","Drosophila immigrans","45.259766","8.73017","https://www.inaturalist.org/observations/213678842","4854915594","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"204","Drosophila busckii","44.493517","11.206922","https://www.inaturalist.org/observations/213957654","4946090992","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"205","Drosophila immigrans","41.62402","0.895001","https://www.inaturalist.org/observations/214169617","4855262168","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"206","Drosophila immigrans","53.280245","-7.485308","https://www.inaturalist.org/observations/214233842","4855161971","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"207","Drosophila suzukii","29.659807","-95.713437","https://www.inaturalist.org/observations/214292403","4863387878","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"208","Drosophila melanogaster","54.359943","10.085204","https://www.inaturalist.org/observations/214468148","4863532482","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"209","Drosophila immigrans","32.481423","-100.011168","https://www.inaturalist.org/observations/214725374","4863872083","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"210","Drosophila suzukii","32.457919","-99.713658","https://www.inaturalist.org/observations/214790873","4863711078","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"211","Drosophila suzukii","31.192495","-81.467318","https://www.inaturalist.org/observations/214915632","4863580962","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"212","Drosophila suzukii","29.917987","-90.109642","https://www.inaturalist.org/observations/214925845","4863688969","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"213","Drosophila suzukii","29.89625","-98.200887","https://www.inaturalist.org/observations/215271056","4863949364","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"214","Drosophila repleta","29.89625","-98.200887","https://www.inaturalist.org/observations/215275801","4863926601","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"215","Drosophila neotestacea","47.583565","-122.50981","https://www.inaturalist.org/observations/215403570","4863542411","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"216","Drosophila suzukii","30.031964","-89.963837","https://www.inaturalist.org/observations/215714324","4863584099","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"217","Drosophila suzukii","30.078898","-95.742823","https://www.inaturalist.org/observations/216045833","4980426014","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"218","Drosophila suzukii","30.45458","-97.798957","https://www.inaturalist.org/observations/216833054","4872577842","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"219","Drosophila immigrans","45.360505","9.653094","https://www.inaturalist.org/observations/216900318","4872497718","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"220","Drosophila suzukii","31.633837","-98.2484","https://www.inaturalist.org/observations/216914422","4946536644","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"221","Drosophila suzukii","37.058885","36.272246","https://www.inaturalist.org/observations/217179695","4867783376","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"222","Drosophila busckii","44.025656","3.856506","https://www.inaturalist.org/observations/217504227","4945549740","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"223","Drosophila immigrans","59.877203","17.616542","https://www.inaturalist.org/observations/217655201","4872474214","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"224","Drosophila immigrans","47.684881","-2.215302","https://www.inaturalist.org/observations/217687242","4872622435","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"225","Drosophila hydei","28.65611","121.42056","https://www.inaturalist.org/observations/217696634","4872589319","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"226","Drosophila suzukii","37.84697","-122.280009","https://www.inaturalist.org/observations/217825761","4872227589","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"227","Drosophila suzukii","37.280252","-97.396264","https://www.inaturalist.org/observations/217902024","4872564562","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"228","Drosophila simulans","34.158657","-117.157936","https://www.inaturalist.org/observations/217940944","4945524652","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"229","Drosophila melanogaster","53.084575","8.821902","https://www.inaturalist.org/observations/218369985","4872525617","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"230","Drosophila immigrans","40.367529","-91.420572","https://www.inaturalist.org/observations/218779024","4872178038","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"231","Drosophila melanogaster","28.65611","121.42056","https://www.inaturalist.org/observations/219089475","4875054637","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"232","Drosophila mercatorum","45.793536","15.911031","https://www.inaturalist.org/observations/219139403","4875366658","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"233","Drosophila transversa","60.228926","24.699377","https://www.inaturalist.org/observations/219268001","4875207827","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"234","Drosophila immigrans","33.898603","-117.507256","https://www.inaturalist.org/observations/219457922","4875270805","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"235","Drosophila suzukii","33.898592","-117.507244","https://www.inaturalist.org/observations/219457930","4875438515","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"236","Drosophila suzukii","32.662594","-117.088783","https://www.inaturalist.org/observations/219541063","4875200653","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"237","Drosophila transversa","60.22044","25.127706","https://www.inaturalist.org/observations/219630876","4892207679","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"238","Drosophila suzukii","36.231985","-80.301816","https://www.inaturalist.org/observations/219972616","4946396154","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"239","Drosophila suzukii","36.231985","-80.301816","https://www.inaturalist.org/observations/219972619","4875361732","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"240","Drosophila immigrans","20.752796","-156.328378","https://www.inaturalist.org/observations/220570448","4946347190","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"241","Drosophila immigrans","34.144017","-118.099005","https://www.inaturalist.org/observations/227677263","4908275455","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"242","Drosophila suzukii","-33.966131","22.490259","https://www.inaturalist.org/observations/229671363","4946355378","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"243","Drosophila funebris","54.480709","43.5244",NA,"4973734296","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"244","Drosophila histrio","54.7275","43.3275",NA,"4973734293","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"245","Drosophila histrio","54.7322","43.3307",NA,"4973734304","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"246","Drosophila histrio","54.481549","43.5248",NA,"4973734325","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"247","Drosophila hydei","54.727","43.3271",NA,"4973734338","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"248","Drosophila kuntzei","54.7275","43.3274",NA,"4973734336","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"249","Drosophila obscura","54.7275","43.3274",NA,"4973734353","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"250","Drosophila obscura","54.7275","43.3275",NA,"4973734349","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"251","Drosophila obscura","54.7322","43.3307",NA,"4973734363","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"252","Drosophila obscura","54.7322","43.3309",NA,"4973734339","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"253","Drosophila obscura","54.727","43.3271",NA,"4973734380","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"254","Drosophila obscura","54.7316","43.3303",NA,"4973734373","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"255","Drosophila obscura","54.482269","43.522",NA,"4973734419","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"256","Drosophila obscura","54.482218","43.5222",NA,"4973734417","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"257","Drosophila obscura","54.481549","43.5248",NA,"4973734407","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"258","Drosophila obscura","54.481606","43.5251",NA,"4973734405","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"259","Drosophila obscura","54.481563","43.5212",NA,"4973734450","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"260","Drosophila obscura","54.481543","43.5213",NA,"4973734448","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"261","Drosophila obscura","54.480709","43.5244",NA,"4973734442","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"262","Drosophila phalerata","54.7322","43.3309",NA,"4973734495","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"263","Drosophila phalerata","54.482269","43.522",NA,"4973734478","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"264","Drosophila phalerata","54.482218","43.5222",NA,"4973734472","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"265","Drosophila phalerata","54.481549","43.5248",NA,"4973734467","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"266","Drosophila testacea","54.7275","43.3274",NA,"4973734959","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"267","Drosophila testacea","54.7275","43.3275",NA,"4973734957","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"268","Drosophila testacea","54.7322","43.3307",NA,"4973734969","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"269","Drosophila testacea","54.727","43.3271",NA,"4973734966","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"270","Drosophila testacea","54.482269","43.522",NA,"4973734977","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"271","Drosophila testacea","54.481549","43.5248",NA,"4973734991","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"272","Drosophila testacea","54.481563","43.5212",NA,"4973735006","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"273","Drosophila transversa","54.7275","43.3274",NA,"4973735023","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"274","Drosophila transversa","54.7316","43.3303",NA,"4973735036","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"275","Drosophila transversa","54.482269","43.522",NA,"4973735029","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"276","Drosophila transversa","54.482218","43.5222",NA,"4973735057","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"277","Drosophila transversa","54.481549","43.5248",NA,"4973735055","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"278","Drosophila transversa","54.481606","43.5251",NA,"4973735052","c7774a0b-bd0d-4761-adb3-1b603bb3704a"
"279","Drosophila subobscura","52.275939","-3.563107",NA,"4953630090","12934e15-749a-4df4-ab89-211c10573525"
"280","Drosophila subobscura","53.437458","-2.55015",NA,"4948754770","12934e15-749a-4df4-ab89-211c10573525"
"281","Drosophila immigrans","50.851913","-0.577868",NA,"4900296115","12934e15-749a-4df4-ab89-211c10573525"
"282","Drosophila phalerata","53.436566","-2.548633",NA,"4948758697","12934e15-749a-4df4-ab89-211c10573525"
"283","Drosophila suzukii","52.537471","-1.234699",NA,"4900371393","5e43a220-a91d-485b-b608-58fd22693be7"
"284","Drosophila tristis","53.436559","-2.550138",NA,"4900295846","12934e15-749a-4df4-ab89-211c10573525"
"285",NA,"52.765998","-1.249374",NA,"5004029654","12934e15-749a-4df4-ab89-211c10573525"
"286","Drosophila obscura","52.331793","-3.520314",NA,"4948755243","12934e15-749a-4df4-ab89-211c10573525"
"287","Drosophila subobscura","53.437458","-2.55015",NA,"4900295318","12934e15-749a-4df4-ab89-211c10573525"
"288","Drosophila subobscura","53.437458","-2.55015",NA,"4948750900","12934e15-749a-4df4-ab89-211c10573525"
"289","Drosophila subobscura","53.436566","-2.548633",NA,"4948751069","12934e15-749a-4df4-ab89-211c10573525"
"290","Drosophila phalerata","53.436559","-2.550138",NA,"4900295761","12934e15-749a-4df4-ab89-211c10573525"
"291","Drosophila phalerata","53.437458","-2.55015",NA,"4900295695","12934e15-749a-4df4-ab89-211c10573525"
"292","Drosophila subobscura","52.274181","-3.560114",NA,"4953629822","12934e15-749a-4df4-ab89-211c10573525"
"293",NA,"60.203102","24.958163",NA,"4980137090","df12ca07-f133-4550-ab3b-fde13f0e76ba"
"294",NA,"57.68937","11.94268",NA,"4870219462","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"295",NA,"57.68937","11.94268",NA,"4870227467","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"296","Drosophila testacea","63.84145","20.11308",NA,"4874807758","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"297","Drosophila transversa","63.84145","20.11308",NA,"4874767224","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"298","Drosophila melanogaster","55.60501","13.00092",NA,"4900094622","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"299","Drosophila melanogaster","56.93136","12.51671",NA,"4900099126","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"300",NA,"56.13908","15.31991",NA,"4954833475","38b4c89f-584c-41bb-bd8f-cd1def33e92f"
"301","Drosophila hydei","59.244944","9.62985",NA,"4856104460","b124e1e0-4755-430f-9eab-894f25a9b59c"
"302","Drosophila phalerata","53.437465","-2.548644",NA,"4948750676","12934e15-749a-4df4-ab89-211c10573525"
"303","Drosophila subobscura","53.436559","-2.550138",NA,"4948750732","12934e15-749a-4df4-ab89-211c10573525"
"304","Drosophila phalerata","53.436566","-2.548633",NA,"4948758477","12934e15-749a-4df4-ab89-211c10573525"
"305","Drosophila immigrans","-34.569197","-58.586242","https://www.inaturalist.org/observations/219850215","4875463041","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"306","Drosophila immigrans","54.786504","9.441376","https://www.inaturalist.org/observations/220254437","4875151378","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"307","Drosophila busckii","50.774292","3.029984","https://www.inaturalist.org/observations/220685874","4891725601","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"308","Drosophila immigrans","49.012938","8.419123","https://www.inaturalist.org/observations/220726954","4892047601","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"309","Drosophila melanogaster","37.890085","-4.762111","https://www.inaturalist.org/observations/220955367","4945521228","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"310","Drosophila immigrans","36.327645","6.581396","https://www.inaturalist.org/observations/221196224","4891665953","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"311","Drosophila immigrans","-36.883536","174.859754","https://www.inaturalist.org/observations/221521547","4891977811","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"312","Drosophila repleta","-36.883538","174.859711","https://www.inaturalist.org/observations/222424438","4901026912","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"313","Drosophila immigrans","54.885812","-2.741651","https://www.inaturalist.org/observations/222622610","4902001831","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"314","Drosophila suzukii","40.012507","116.199238","https://www.inaturalist.org/observations/222682109","4901175047","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"315","Drosophila melanogaster","53.051713","9.175533","https://www.inaturalist.org/observations/222683896","4901420591","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"316","Drosophila busckii","40.858579","-73.524682","https://www.inaturalist.org/observations/222727853","4901515088","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"317","Drosophila suzukii","31.421128","-97.507633","https://www.inaturalist.org/observations/222768147","4901095138","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"318","Drosophila suzukii","33.952076","-117.263914","https://www.inaturalist.org/observations/222794046","4901197814","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"319","Drosophila immigrans","35.452133","135.384047","https://www.inaturalist.org/observations/222838525","5062752393","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"320","Drosophila suzukii","30.19683","-95.483413","https://www.inaturalist.org/observations/223075453","4901924178","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"321","Drosophila immigrans","-40.279125","175.753108","https://www.inaturalist.org/observations/223250084","4901879295","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"322","Drosophila suzukii","32.608979","-117.026007","https://www.inaturalist.org/observations/223273146","4901281342","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
"323","Drosophila hydei","31.778291","35.181786","https://www.inaturalist.org/observations/223291676","4901153461","50c9509d-22c7-4a22-a47d-8c48425ef4a7"
